Job_title,Link,Company_name,Location&Area,Date,Classification&Subclassification,Salary
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=995291bd-933e-447c-89c6-0ddb1c4f03eb,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=995291bd-933e-447c-89c6-0ddb1c4f03eb,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Register your CV with Personnel Resources / Temp Resources,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Personnel Resources/Temp Resources,location: Bay of Plenty area: Rotorua,"24d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=b9cf2c1a-db15-40e7-9278-5123701dabb9,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=5c6d7173-5385-4c07-8237-3fb75fcf8ff9,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Register your CV with Personnel Resources / Temp Resources,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Personnel Resources/Temp Resources,location: Bay of Plenty area: Rotorua,"24d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=b5f437c1-eb37-49cb-bc50-9314c3ebd0e0,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=87433c16-12da-4911-a88c-0c9d0fb5e682,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Register your CV with Personnel Resources / Temp Resources,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Personnel Resources/Temp Resources,location: Bay of Plenty area: Rotorua,"24d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=ba3f1d2f-ab16-453d-8730-2221b8946399,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=29c37b2e-163d-4663-967b-e6ffc7b4a5c2,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Register your CV with Personnel Resources / Temp Resources,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Personnel Resources/Temp Resources,location: Bay of Plenty area: Rotorua,"24d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=6e62d401-885d-4b9f-9f22-72973a7928b7,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
